accession_id,assembly,level,biosample,strain,taxonomy,taxid,coverage,platform,total-length,spanned-gaps,unspanned-gaps,region-count,scaffold-count,scaffold-N50,scaffold-L50,scaffold-N75,scaffold-N90,contig-count,contig-N50,contig-L50,total-gap-length,molecule-count,top-level-count,component-count
GCA_003465015.1,Scaffold,QSAI00000000,SAMN09734217,AF12-25,Phocaeicola vulgatus,821,100x,Illumina Hiseq,5195636,26,0,0,111,101239,18,60056,32106,137,101239,18,290,0,111,111
GCA_003465305.1,Scaffold,QRZS00000000,SAMN09734243,AF13-53,Phocaeicola vulgatus,821,100x,Illumina Hiseq,5149126,34,0,0,126,126402,14,57620,32387,160,99100,15,572,0,126,126
GCA_003459535.1,Scaffold,QRWE00000000,SAMN09734407,AF20-10,Phocaeicola vulgatus,821,100x,Illumina Hiseq,4853285,68,0,0,135,88239,17,43583,26945,203,58257,23,1454,0,135,135
GCA_003459365.1,Scaffold,QRVR00000000,SAMN09734432,AF21-45,Phocaeicola vulgatus,821,100x,Illumina Hiseq,4940631,41,0,0,96,123135,14,72022,31466,137,112726,16,579,0,96,96
GCA_003459715.1,Scaffold,QRWR00000000,SAMN09734382,AF19-16,Phocaeicola vulgatus,821,100x,Illumina Hiseq,5104182,32,0,0,138,82865,21,50950,19088,170,71193,23,442,0,138,138
GCA_003460125.1,Scaffold,QRWC00000000,SAMN09734413,AF20-1LB,Phocaeicola vulgatus,821,100x,Illumina Hiseq,4896085,48,0,0,110,95098,13,61782,29484,158,83442,17,894,0,110,110
GCA_003460305.1,Scaffold,QRXI00000000,SAMN09734351,AF18-14,Phocaeicola vulgatus,821,100x,Illumina Hiseq,5126472,15,0,0,84,134400,12,82085,39084,99,134400,12,150,0,84,84
GCA_003457755.1,Scaffold,QRSZ00000000,SAMN09734549,AF28-7,Phocaeicola vulgatus,821,100x,Illumina Hiseq,4862492,38,0,0,105,119560,15,75897,26762,143,113220,16,758,0,105,105
GCA_003457705.1,Scaffold,QRSX00000000,SAMN09734553,AF29-13,Phocaeicola vulgatus,821,100x,Illumina Hiseq,4910436,37,0,0,129,77947,19,49081,23920,166,73204,21,620,0,129,129
GCA_003458265.1,Scaffold,QRTU00000000,SAMN09734515,AF26-3BH,Phocaeicola vulgatus,821,100x,Illumina Hiseq,4716014,24,0,0,81,121418,14,66305,40274,105,91839,15,501,0,81,81
GCA_003458385.1,Scaffold,QRUD00000000,SAMN09734500,AF25-30LB,Phocaeicola vulgatus,821,100x,Illumina Hiseq,5408603,81,0,0,248,60594,29,30006,11759,329,51635,30,1321,0,248,248
GCA_003463745.1,Scaffold,QSDU00000000,SAMN09736638,AM54-29XD,Phocaeicola vulgatus,821,100x,IonProton,4921840,4,0,0,173,72723,20,37600,13772,177,72723,21,1060,0,173,173
GCA_003463885.1,Scaffold,QSEC00000000,SAMN09736624,AM51-1,Phocaeicola vulgatus,821,100x,IonProton,5090998,3,0,0,142,91981,18,58002,21036,145,91981,18,1095,0,142,142
GCA_003463605.1,Scaffold,QSDJ00000000,SAMN09736657,CF01-10,Phocaeicola vulgatus,821,100x,IonProton,5130499,1,0,0,214,69628,26,34179,11820,215,69628,26,187,0,214,214
GCA_003462865.1,Scaffold,QRYD00000000,SAMN09734303,AF16-11,Phocaeicola vulgatus,821,100x,Illumina Hiseq,5220172,31,0,0,149,76789,21,47287,21522,180,76409,21,310,0,149,149
GCA_003473935.1,Contig,QRNB00000000,SAMN09734726,AF46-2NS,Prevotella copri,165179,100x,IonProton,3445994,0,0,0,,,,,,209,39057,31,0,0,209,209
GCA_003474655.1,Scaffold,QROP00000000,SAMN09734673,AF38-11,Prevotella copri,165179,100x,Illumina Hiseq,3686043,57,0,0,114,83569,15,38782,21301,171,54239,22,1019,0,114,114
GCA_003471195.1,Scaffold,QRIN00000000,SAMN09734897,AM22-1,Prevotella copri,165179,100x,Illumina Hiseq,3756228,46,0,0,185,47128,27,23234,11304,231,43861,28,852,0,185,185
GCA_003471085.1,Scaffold,QRIF00000000,SAMN09734909,AM22-19,Prevotella copri,165179,100x,Illumina Hiseq,3733692,61,0,0,197,46798,25,23439,11264,258,41634,29,1197,0,197,197
GCA_003471065.1,Scaffold,QRIE00000000,SAMN09734910,AM22-2,Prevotella copri,165179,100x,Illumina Hiseq,3814772,55,0,0,182,43870,28,24629,12616,237,38322,31,933,0,182,182
GCA_003471795.1,Scaffold,QRKB00000000,SAMN09734839,AM16-54,Prevotella copri,165179,100x,Illumina Hiseq,3862109,68,0,0,150,65145,18,37836,14673,218,55748,24,1330,0,150,150
GCA_003472885.1,Contig,QRNN00000000,SAMN09734711,AF43-2,Prevotella copri,165179,100x,IonProton,3762359,0,0,0,,,,,,212,40016,26,0,0,212,212
GCA_003438885.1,Scaffold,QSUC00000000,SAMN09736814,OM06-11,Prevotella copri,165179,100x,Illumina Hiseq,3612475,32,0,0,116,68484,15,36133,22429,148,62327,17,568,0,116,116
GCA_003439165.1,Scaffold,QSUX00000000,SAMN09736775,OM04-1,Prevotella copri,165179,100x,IonProton,3903977,2,0,0,295,39196,33,19517,6845,297,38997,33,660,0,295,295
GCA_003437315.1,Scaffold,QSSA00000000,SAMN09736895,TF06-40,Prevotella copri,165179,100x,Illumina Hiseq,3693570,39,0,0,100,93355,14,55383,27991,139,86303,15,499,0,100,100
GCA_003463005.1,Scaffold,QSCI00000000,SAMN09736697,OF03-3,Prevotella copri,165179,100x,IonProton,4082402,3,0,0,331,34239,33,16858,5946,334,33640,34,770,0,331,331
GCA_003457655.1,Scaffold,QRSU00000000,SAMN09734557,AF29-19,Prevotella copri,165179,100x,Illumina Hiseq,3693028,65,0,0,122,60805,16,32962,21312,187,49911,19,879,0,122,122
GCA_003459305.1,Contig,QRVN00000000,SAMN09734437,AF22-1,Prevotella copri,165179,100x,IonProton,3809181,0,0,0,,,,,,139,82399,14,0,0,139,139
GCA_003459205.1,Scaffold,QRVA00000000,SAMN09734458,AF24-12,Prevotella copri,165179,100x,Illumina Hiseq,3868997,67,0,0,150,71391,16,40904,17210,217,64336,18,1230,0,150,150
GCA_003465215.1,Scaffold,QRYP00000000,SAMN09734282,AF15-25,Prevotella copri,165179,100x,Illumina Hiseq,3784859,53,0,0,144,61633,18,35606,13767,197,58358,19,611,0,144,144
GCA_003465445.1,Scaffold,QSAQ00000000,SAMN09734207,AF11-14,Prevotella copri,165179,100x,Illumina Hiseq,3836054,38,0,0,125,75849,17,48118,20898,163,72876,18,445,0,125,125
GCA_003465495.1,Scaffold,QSAV00000000,SAMN09734200,AF10-17,Prevotella copri,165179,100x,Illumina Hiseq,3692512,51,0,0,146,59166,19,38818,20079,197,54905,21,547,0,146,146
GCA_003464975.1,Scaffold,QSAG00000000,SAMN09734223,AF12-50,Prevotella copri,165179,100x,Illumina Hiseq,3912809,44,0,0,120,85472,14,41429,21173,164,79985,16,677,0,120,120
GCA_003467935.1,Scaffold,QSFW00000000,SAMN09736550,AM42-23AC,Prevotella copri,165179,100x,Illumina Hiseq,3986027,89,0,0,132,74232,16,47205,23117,221,62080,21,1694,0,132,132
GCA_003437625.1,Scaffold,QSRD00000000,SAMN09736923,TF09-12,Prevotella disiens,28130,100x,IonProton,2802641,2,0,0,313,26454,36,10461,4410,315,26454,36,589,0,313,313
GCA_003473645.1,Scaffold,QUCG00000000,SAMN09736291,AM23-5,Prevotella sp. AM23-5,2292054,100x,Illumina Hiseq,3940282,52,0,0,194,45677,26,25180,9965,246,41006,27,536,0,194,194
GCA_003468525.1,Contig,QSIG00000000,SAMN09736464,AM34-19LB,Prevotella sp. AM34-19LB,2292364,100x,IonProton,3560375,0,0,0,,,,,,147,67417,18,0,0,147,147
GCA_003461825.1,Scaffold,QTXV00000000,SAMN09736551,AM42-24,Prevotella sp. AM42-24,2293125,100x,Illumina Hiseq,3992130,58,0,0,184,54098,21,26182,11035,242,48826,22,1067,0,184,184
GCA_003436715.1,Scaffold,QSQJ00000000,SAMN09736959,TF12-30,Prevotella sp. TF12-30,2292365,100x,Illumina Hiseq,3900702,54,0,0,138,70914,17,44596,22514,192,61985,18,818,0,138,138
GCA_003473415.1,Contig,QRNO00000000,SAMN09734707,AF42-9,Prevotella stercorea,363265,100x,IonProton,3117648,0,0,0,,,,,,152,40058,27,0,0,152,152
GCA_003482085.1,Scaffold,QUMJ00000000,SAMN09736719,OF05-25,Propionibacterium sp. KPL2009,1203635,100x,Illumina Hiseq,2532082,4,0,0,10,687614,2,244037,242794,14,687614,2,40,0,10,10
GCA_003478995.1,Scaffold,QUGI00000000,SAMN09734405,AF19-9AC,Pseudoflavonifractor sp. AF19-9AC,2292244,100x,Illumina Hiseq,3124708,27,0,0,15,448554,3,237097,129493,42,116128,8,318,0,15,15
GCA_003458765.1,Scaffold,QRVL00000000,SAMN09734440,AF22-12AC,Roseburia hominis,301301,100x,Illumina Hiseq,3549767,21,0,0,54,177461,5,99598,51335,75,147903,6,218,0,54,54
GCA_003467725.1,Scaffold,QSHO00000000,SAMN09736490,AM37-1AC,Roseburia intestinalis,166486,100x,Illumina Hiseq,4253056,18,0,0,60,199427,8,116330,47459,78,160821,9,180,0,60,60
GCA_003467035.1,Scaffold,QSFP00000000,SAMN09736561,AM43-11,Roseburia intestinalis,166486,100x,Illumina Hiseq,4337927,36,0,0,91,146443,10,66379,33895,127,136540,10,899,0,91,91
GCA_003475515.1,Scaffold,QRQN00000000,SAMN09734578,AF31-21AC,Roseburia intestinalis,166486,100x,Illumina Hiseq,4142092,45,0,0,79,122399,10,79025,42392,124,116672,12,1248,0,79,79
GCA_003474885.1,Scaffold,QRPI00000000,SAMN09734634,AF36-10AT,Roseburia intestinalis,166486,100x,Illumina Hiseq,4303042,23,0,0,81,165775,8,86326,38473,104,154165,9,285,0,81,81
GCA_003471045.1,Scaffold,QRID00000000,SAMN09734911,AM22-21LB,Roseburia intestinalis,166486,100x,Illumina Hiseq,4112416,19,0,0,68,179396,8,100739,51072,87,179396,8,373,0,68,68
GCA_003470885.1,Scaffold,QRHP00000000,SAMN09736288,AM23-23AC,Roseburia inulinivorans,360807,100x,Illumina Hiseq,3720411,57,0,0,79,136155,8,65677,35130,136,121043,9,1564,0,79,79
GCA_003467265.1,Scaffold,QSFX00000000,SAMN09736548,AM42-1AC,Roseburia inulinivorans,360807,100x,Illumina Hiseq,4009104,22,0,0,111,83390,15,53491,30098,133,76264,16,228,0,111,111
GCA_003468625.1,Scaffold,QSIQ00000000,SAMN09736447,AM32-8LB,Roseburia inulinivorans,360807,100x,Illumina Hiseq,3648003,23,0,0,95,116608,11,49299,23627,118,108466,12,24542,0,95,95
GCA_003470035.1,Scaffold,QSKW00000000,SAMN09736341,AM27-11,Roseburia inulinivorans,360807,100x,Illumina Hiseq,3936388,76,0,0,100,101133,12,57460,25519,176,90820,14,1413,0,100,100
GCA_003458815.1,Scaffold,QRVS00000000,SAMN09734428,AF21-31,Roseburia inulinivorans,360807,100x,IonProton,3733880,1,0,0,177,50573,23,28369,10954,178,50573,23,852,0,177,177
GCA_003458535.1,Scaffold,QRUN00000000,SAMN09734476,AF24-4,Roseburia inulinivorans,360807,100x,Illumina Hiseq,3639724,35,0,0,92,95704,10,56867,24637,127,87551,10,546,0,92,92
GCA_003457795.1,Scaffold,QRTF00000000,SAMN09734543,AF28-15,Roseburia inulinivorans,360807,100x,Illumina Hiseq,3752500,31,0,0,110,74199,17,42693,23896,141,65089,18,694,0,110,110
GCA_003461765.1,Scaffold,QTXS00000000,SAMN09734161,AF02-12,Roseburia sp. AF02-12,2293126,100x,Illumina Hiseq,3005736,13,0,0,10,1939032,1,790135,790135,23,437841,2,7381,0,10,10
GCA_003479605.1,Scaffold,QUHR00000000,SAMN09734215,AF12-17LB,Roseburia sp. AF12-17LB,2293127,100x,Illumina Hiseq,2971866,9,0,0,35,254992,4,137034,83500,44,222517,4,158,0,35,35
GCA_003479505.1,Scaffold,QUHG00000000,SAMN09734280,AF15-21,Roseburia sp. AF15-21,2293128,100x,Illumina Hiseq,3184543,11,0,0,33,297585,4,140612,85450,44,297585,4,154,0,33,33
GCA_003461185.1,Scaffold,QTWP00000000,SAMN09734412,AF20-18LB,Roseburia sp. AF20-18LB,2293129,100x,Illumina Hiseq,3066488,12,0,0,33,388919,3,158242,63605,45,197310,4,170,0,33,33
GCA_003461125.1,Scaffold,QTWM00000000,SAMN09734443,AF22-2LB,Roseburia sp. AF22-2LB,2293130,100x,Illumina Hiseq,2939742,3,0,0,25,394821,3,164374,69707,28,394821,3,54,0,25,25
GCA_003461105.1,Scaffold,QTWL00000000,SAMN09734447,AF22-8AC,Roseburia sp. AF22-8AC,2293131,100x,Illumina Hiseq,2884793,11,0,0,24,393273,3,164386,68384,35,393273,3,110,0,24,24
GCA_003478915.1,Scaffold,QUFO00000000,SAMN09734484,AF25-13LB,Roseburia sp. AF25-13LB,2293132,100x,Illumina Hiseq,3205849,9,0,0,36,326862,4,141910,73665,45,262241,4,90,0,36,36
GCA_003478875.1,Scaffold,QUFN00000000,SAMN09734486,AF25-15LB,Roseburia sp. AF25-15LB,2293133,100x,Illumina Hiseq,3143481,12,0,0,36,326866,4,141500,72082,48,261564,4,255,0,36,36
GCA_003478515.1,Scaffold,QUFM00000000,SAMN09734490,AF25-18LB,Roseburia sp. AF25-18LB,2293134,100x,Illumina Hiseq,3155606,10,0,0,41,326872,4,128576,72075,51,261444,4,124,0,41,41
GCA_003478855.1,Contig,QUFK00000000,SAMN09734496,AF25-25LB,Roseburia sp. AF25-25LB,2293135,100x,IonProton,3107686,0,0,0,,,,,,129,68100,15,0,0,129,129
GCA_003460805.1,Scaffold,QTVJ00000000,SAMN09734612,AF34-16,Roseburia sp. AF34-16,2293136,100x,Illumina Hiseq,3071568,19,0,0,55,268111,4,140062,47836,74,266806,4,310,0,55,55
GCA_003435965.1,Scaffold,QTVB00000000,SAMN09734706,AF42-8,Roseburia sp. AF42-8,2293137,100x,IonProton,3144607,1,0,0,154,85864,13,32952,10863,155,85864,13,508,0,154,154
GCA_003473825.1,Scaffold,QUCW00000000,SAMN09734830,AM16-25,Roseburia sp. AM16-25,2292065,100x,Illumina Hiseq,2635846,5,0,0,15,734397,2,641966,104263,20,734397,2,50,0,15,15
GCA_003470905.1,Scaffold,QRHS00000000,SAMN09736284,AM23-20,Roseburia sp. AM23-20,2292066,100x,Illumina Hiseq,4145911,27,0,0,82,123795,10,76309,39475,109,116174,12,478,0,82,82
GCA_003478275.1,Contig,QUEY00000000,SAMN09736630,AM51-8,Roseburia sp. AM51-8,2292366,100x,IonProton,2599910,0,0,0,,,,,,15,647524,2,0,0,15,15
GCA_003478445.1,Scaffold,QUET00000000,SAMN09736654,AM59-24XD,Roseburia sp. AM59-24XD,2293138,100x,IonProton,3383570,1,0,0,81,90263,14,57859,25462,82,90263,14,100,0,81,81
GCA_003463035.1,Scaffold,QSCK00000000,SAMN09736694,OF03-24,Roseburia sp. OF03-24,2292367,100x,Illumina Hiseq,3926239,25,0,0,102,98691,15,59113,32923,127,94437,15,281,0,102,102
GCA_003481835.1,Scaffold,QULX00000000,SAMN09736749,OM02-15,Roseburia sp. OM02-15,2292368,100x,Illumina Hiseq,3656239,17,0,0,59,202293,7,81437,39610,76,181931,7,170,0,59,59
GCA_003462645.1,Scaffold,QTZK00000000,SAMN09736769,OM03-18,Roseburia sp. OM03-18,2293139,100x,Illumina Hiseq,3012180,15,0,0,35,356631,2,154773,58988,50,322313,3,150,0,35,35
GCA_003462625.1,Scaffold,QTZJ00000000,SAMN09736773,OM03-7AC,Roseburia sp. OM03-7AC,2293140,100x,Illumina Hiseq,3014013,10,0,0,31,356629,2,160496,58988,41,279402,3,353,0,31,31
GCA_003482195.1,Scaffold,QULT00000000,SAMN09736776,OM04-10AA,Roseburia sp. OM04-10AA,2293141,100x,IonProton,3081686,1,0,0,97,84621,13,53982,20833,98,84621,13,598,0,97,97
GCA_003462605.1,Scaffold,QTZI00000000,SAMN09736777,OM04-10BH,Roseburia sp. OM04-10BH,2293142,100x,Illumina Hiseq,3084784,12,0,0,42,218917,5,139031,61040,54,171474,5,120,0,42,42
GCA_003481715.1,Scaffold,QULO00000000,SAMN09736783,OM04-15AA,Roseburia sp. OM04-15AA,2293143,100x,Illumina Hiseq,3079619,18,0,0,41,218850,5,115865,60645,59,152336,6,268,0,41,41
GCA_003462365.1,Scaffold,QTYW00000000,SAMN09736940,TF10-5,Roseburia sp. TF10-5,2293144,100x,Illumina Hiseq,3443473,8,0,0,50,227170,6,78263,51104,58,176979,7,80,0,50,50
GCA_003479765.1,Scaffold,QUHT00000000,SAMN09734199,AF10-16,Ruminococcaceae bacterium AF10-16,2292180,100x,IonProton,2946554,2,0,0,125,50245,19,29790,14230,127,50245,19,535,0,125,125
GCA_003477405.1,Scaffold,QUDE00000000,SAMN09734741,AM07-15,Ruminococcaceae bacterium AM07-15,2291991,100x,Illumina Hiseq,3018774,6,0,0,51,137908,8,77301,43417,57,137908,8,65,0,51,51
GCA_003480625.1,Scaffold,QUJM00000000,SAMN09736375,AM28-23LB,Ruminococcaceae bacterium AM28-23LB,2292269,100x,Illumina Hiseq,2937492,22,0,0,83,68171,13,34048,18545,105,59676,17,561,0,83,83
GCA_003481145.1,Scaffold,QUKQ00000000,SAMN09736896,TF06-43,Ruminococcaceae bacterium TF06-43,2292270,100x,Illumina Hiseq,3368907,60,0,0,147,78824,13,39631,15197,207,49891,19,1507,0,147,147
GCA_003463575.1,Contig,QSDI00000000,SAMN09736659,CF01-14,Ruminococcus bromii,40518,100x,IonProton,2257200,0,0,0,,,,,,49,97008,8,0,0,49,49
GCA_003458325.1,Contig,QRUA00000000,SAMN09734506,AF25-7LB,Ruminococcus bromii,40518,100x,IonProton,2122569,0,0,0,,,,,,18,354612,3,0,0,18,18
GCA_003459405.1,Contig,QRVY00000000,SAMN09734418,AF21-10LB,Ruminococcus bromii,40518,100x,IonProton,2123289,0,0,0,,,,,,80,93751,7,0,0,80,80
GCA_003469265.1,Scaffold,QSIY00000000,SAMN09736436,AM32-13AC,Ruminococcus bromii,40518,100x,Illumina Hiseq,2177950,2,0,0,5,1592763,1,286842,259686,7,1592763,1,20,0,5,5
GCA_003464295.1,Scaffold,QRYN00000000,SAMN09734287,AF15-36,Ruminococcus bromii,40518,100x,Illumina Hiseq,2183559,5,0,0,21,307566,3,116769,52291,26,195744,4,50,0,21,21
GCA_003466165.1,Scaffold,QSOD00000000,SAMN09737027,TM10-21,Ruminococcus bromii,40518,100x,Illumina Hiseq,2201217,8,0,0,20,243233,4,174113,57517,28,168323,5,80,0,20,20
GCA_003466225.1,Scaffold,QSOJ00000000,SAMN09737017,TM09-18AC,Ruminococcus bromii,40518,100x,Illumina Hiseq,2267981,8,0,0,9,375652,2,245398,240077,17,375207,3,80,0,9,9
GCA_003466205.1,Scaffold,QSOH00000000,SAMN09737020,TM09-5AC,Ruminococcus bromii,40518,100x,Illumina Hiseq,2267313,3,0,0,9,1275999,1,263867,239752,12,1275999,1,232,0,9,9
GCA_003466725.1,Scaffold,QSEV00000000,SAMN09736594,AM46-2BH,Ruminococcus bromii,40518,100x,IonProton,2183768,1,0,0,36,285504,3,157376,65938,37,285504,3,353,0,36,36
GCA_003461655.1,Scaffold,QTXN00000000,SAMN09734222,AF12-5,Ruminococcus sp. AF12-5,2293146,100x,Illumina Hiseq,3350417,7,0,0,23,396146,4,179926,92522,30,311141,5,235,0,23,23
GCA_003465375.1,Scaffold,QRZZ00000000,SAMN09734234,AF13-28,Ruminococcus sp. AF13-28,2292245,100x,Illumina Hiseq,4496477,21,0,0,90,113206,13,71737,46383,111,111255,15,210,0,90,90
GCA_003464865.1,Scaffold,QRZX00000000,SAMN09734237,AF13-37,Ruminococcus sp. AF13-37,2292246,100x,Illumina Hiseq,4501857,51,0,0,110,107045,14,71761,25963,161,96146,16,661,0,110,110
GCA_003464815.1,Scaffold,QRZR00000000,SAMN09734244,AF14-10,Ruminococcus sp. AF14-10,2292247,100x,Illumina Hiseq,3102690,5,0,0,20,318557,4,270163,89722,25,318557,4,138,0,20,20
GCA_003479625.1,Scaffold,QUHI00000000,SAMN09734267,AF14-5,Ruminococcus sp. AF14-5,2293147,100x,Illumina Hiseq,4432040,130,0,0,296,38593,33,16469,6939,426,31028,39,1471,0,296,296
GCA_003461485.1,Scaffold,QTXF00000000,SAMN09734313,AF16-40,Ruminococcus sp. AF16-40,2293148,100x,Illumina Hiseq,2227190,23,0,0,24,237351,3,144957,61425,47,200504,4,650,0,24,24
GCA_003461465.1,Scaffold,QTXD00000000,SAMN09734318,AF16-50,Ruminococcus sp. AF16-50,2293149,100x,Illumina Hiseq,2979912,34,0,0,76,102627,11,47167,18555,110,80054,14,1352,0,76,76
GCA_003461435.1,Scaffold,QTXC00000000,SAMN09734322,AF17-11,Ruminococcus sp. AF17-11,2293150,100x,Illumina Hiseq,2271102,12,0,0,25,228678,3,151795,113446,37,201043,3,176,0,25,25
GCA_003479245.1,Scaffold,QUGY00000000,SAMN09734324,AF17-12,Ruminococcus sp. AF17-12,2293151,100x,Illumina Hiseq,3707059,11,0,0,39,238141,6,138078,64994,50,184149,7,286,0,39,39
GCA_003461385.1,Scaffold,QTWZ00000000,SAMN09734328,AF17-1AC,Ruminococcus sp. AF17-1AC,2293152,100x,Illumina Hiseq,2794273,13,0,0,50,136478,7,74071,32084,63,111968,8,172,0,50,50
GCA_003460065.1,Scaffold,QRXT00000000,SAMN09734333,AF17-22AC,Ruminococcus sp. AF17-22AC,2292248,100x,Illumina Hiseq,3528951,9,0,0,29,306415,4,129633,80614,38,304690,4,90,0,29,29
GCA_003461335.1,Scaffold,QTWX00000000,SAMN09734334,AF17-24,Ruminococcus sp. AF17-24,2293153,100x,Illumina Hiseq,2762844,21,0,0,54,136454,8,74047,32061,75,101530,10,210,0,54,54
GCA_003461325.1,Scaffold,QTWW00000000,SAMN09734341,AF17-6,Ruminococcus sp. AF17-6,2293154,100x,Illumina Hiseq,2846232,14,0,0,55,136454,7,74032,32060,69,102033,10,330,0,55,55
GCA_003461305.1,Scaffold,QTWV00000000,SAMN09734342,AF17-6LB,Ruminococcus sp. AF17-6LB,2293155,100x,Illumina Hiseq,2799738,16,0,0,57,120541,8,74047,32061,73,110885,9,194,0,57,57
GCA_003459925.1,Scaffold,QRXE00000000,SAMN09734355,AF18-22,Ruminococcus sp. AF18-22,2292249,100x,Illumina Hiseq,3039156,11,0,0,54,105234,7,61541,29958,65,83669,8,208,0,54,54
GCA_003461265.1,Scaffold,QTWT00000000,SAMN09734358,AF18-29,Ruminococcus sp. AF18-29,2293156,100x,Illumina Hiseq,3103685,25,0,0,89,120745,8,55809,20734,114,118729,8,250,0,89,89
GCA_003461215.1,Scaffold,QTWR00000000,SAMN09734381,AF19-15,Ruminococcus sp. AF19-15,2293157,100x,Illumina Hiseq,2953218,25,0,0,72,90284,11,48330,27565,97,84368,12,575,0,72,72
GCA_003479065.1,Scaffold,QUGM00000000,SAMN09734393,AF19-29,Ruminococcus sp. AF19-29,2293158,100x,Illumina Hiseq,4288468,54,0,0,135,94841,12,48044,22229,189,79991,14,540,0,135,135
GCA_003461205.1,Scaffold,QTWQ00000000,SAMN09734401,AF19-4LB,Ruminococcus sp. AF19-4LB,2293159,100x,Illumina Hiseq,3244198,17,0,0,47,160480,7,91019,59949,64,135346,8,170,0,47,47
GCA_003478985.1,Scaffold,QUGH00000000,SAMN09734408,AF20-12LB,Ruminococcus sp. AF20-12LB,2293160,100x,Illumina Hiseq,3953478,22,0,0,44,209944,6,157944,73654,66,193209,6,338,0,44,44
GCA_003461165.1,Scaffold,QTWO00000000,SAMN09734419,AF21-11,Ruminococcus sp. AF21-11,2293161,100x,Illumina Hiseq,2901292,22,0,0,95,126935,8,57511,16425,117,118549,8,220,0,95,95
GCA_003478775.1,Scaffold,QUGC00000000,SAMN09734427,AF21-3,Ruminococcus sp. AF21-3,2292250,100x,IonProton,4100740,1,0,0,197,45728,31,22521,11146,198,45728,31,345,0,197,197
GCA_003478765.1,Scaffold,QUGB00000000,SAMN09734430,AF21-42,Ruminococcus sp. AF21-42,2292251,100x,Illumina Hiseq,3628655,34,0,0,47,143058,9,88189,57084,81,130623,11,557,0,47,47
GCA_003461065.1,Scaffold,QTWJ00000000,SAMN09734460,AF24-16,Ruminococcus sp. AF24-16,2293162,100x,Illumina Hiseq,3355062,34,0,0,48,194630,6,111766,63354,82,111837,9,677,0,48,48
GCA_003478605.1,Scaffold,QUFS00000000,SAMN09734475,AF24-32LB,Ruminococcus sp. AF24-32LB,2292252,100x,Illumina Hiseq,4088291,43,0,0,81,119165,11,65306,34566,124,112467,13,446,0,81,81
GCA_003461025.1,Scaffold,QTWH00000000,SAMN09734482,AF25-13,Ruminococcus sp. AF25-13,2293163,100x,Illumina Hiseq,3539634,18,0,0,60,157664,9,109767,56352,78,149260,10,350,0,60,60
GCA_003461005.1,Contig,QTWG00000000,SAMN09734487,AF25-17,Ruminococcus sp. AF25-17,2293164,100x,IonProton,3296322,0,0,0,,,,,,147,39422,21,0,0,147,147
GCA_003460985.1,Scaffold,QTWF00000000,SAMN09734491,AF25-19,Ruminococcus sp. AF25-19,2293165,100x,Illumina Hiseq,3020487,41,0,0,74,132074,7,48245,23038,115,107867,10,1171,0,74,74
GCA_003478525.1,Contig,QUFL00000000,SAMN09734494,AF25-23LB,Ruminococcus sp. AF25-23LB,2293166,100x,IonProton,3955304,0,0,0,,,,,,287,36862,34,0,0,287,287
GCA_003478845.1,Scaffold,QUFJ00000000,SAMN09734497,AF25-28AC,Ruminococcus sp. AF25-28AC,2293167,100x,Illumina Hiseq,4336844,34,0,0,98,141401,10,48174,30880,132,126558,11,853,0,98,98
GCA_003460945.1,Contig,QTWE00000000,SAMN09734503,AF25-3LB,Ruminococcus sp. AF25-3LB,2293168,100x,IonProton,3311603,0,0,0,,,,,,144,44550,19,0,0,144,144
GCA_003460925.1,Scaffold,QTWC00000000,SAMN09734514,AF26-25AA,Ruminococcus sp. AF26-25AA,2293169,100x,Illumina Hiseq,2897972,7,0,0,34,376413,4,178684,54214,41,213998,5,190,0,34,34
GCA_003460905.1,Scaffold,QTWB00000000,SAMN09734522,AF27-11AA,Ruminococcus sp. AF27-11AA,2293170,100x,Illumina Hiseq,3288558,19,0,0,46,204698,6,96537,43809,65,130987,8,190,0,46,46
GCA_003460875.1,Scaffold,QTWA00000000,SAMN09734525,AF27-12AA,Ruminococcus sp. AF27-12AA,2293171,100x,IonProton,3256766,1,0,0,90,86101,13,53479,31220,91,86101,13,359,0,90,90
GCA_003460835.1,Scaffold,QTVY00000000,SAMN09734532,AF27-3,Ruminococcus sp. AF27-3,2293172,100x,Illumina Hiseq,3258205,11,0,0,40,186262,6,96539,65775,51,157425,8,110,0,40,40
GCA_003460625.1,Scaffold,QTVO00000000,SAMN09734573,AF31-14BH,Ruminococcus sp. AF31-14BH,2293173,100x,Illumina Hiseq,3142208,19,0,0,37,194847,5,118188,77810,56,157874,7,190,0,37,37
GCA_003477985.1,Scaffold,QUEK00000000,SAMN09734574,AF31-16BH,Ruminococcus sp. AF31-16BH,2292067,100x,Illumina Hiseq,4193207,47,0,0,83,140379,11,72879,43411,130,97301,14,625,0,83,83
GCA_003460605.1,Scaffold,QTVN00000000,SAMN09734585,AF31-8BH,Ruminococcus sp. AF31-8BH,2293174,100x,Illumina Hiseq,4594075,20,0,0,52,238815,7,122607,75943,72,218554,8,398,0,52,52
GCA_003460585.1,Scaffold,QTVM00000000,SAMN09734590,AF32-2AC,Ruminococcus sp. AF32-2AC,2293175,100x,Illumina Hiseq,3311729,23,0,0,45,168842,8,120373,59176,68,159367,9,287,0,45,45
